"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","success","gross_scale","budget_scale","imdb_score_scale"
"The Midnight Meat Train ",103,"Ryûhei Kitamura",129,"Bradley Cooper",14000,"Brooke Shields",1000,"Leslie Bibb",1000,177,209,47574,18639,0,"butcher|girlfriend|mute character|photographer|subway",0,"Color","Fantasy|Horror|Mystery",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1",73548,15000000,6.1,"0",0.000111667615157276,0.049999309666165,0.575342465753425
"The Muppet Christmas Carol ",89,"Brian Henson",53,"Steven Mackintosh",227,"Jerry Nelson",94,"Steve Whitmire",84,75,147,33850,534,0,"christmas|christmas eve|miser|muppet|scrooge",0,"Color","Comedy|Drama|Family|Fantasy|Musical",1992,"English","USA","G",1.85,"http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1",27281507,12000000,7.7,"1",0.0418303693992064,0.0399993023994931,0.794520547945206
"Copying Beethoven ",104,"Agnieszka Holland",238,"Phyllida Law",60,"David Kennedy",35,"Angus Barnett",22,78,86,11132,150,0,"music copyist|music student|musical composition|student|symphony",0,"Color","Biography|Drama|Music",2006,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1",352786,11000000,6.8,"0",0.000539830817284057,0.0366659666439358,0.671232876712329
"Beowulf ",115,"Robert Zemeckis",0,"Robin Wright",18000,"Anthony Hopkins",12000,"Sebastian Roché",964,287,505,142440,31523,3000,"creature|demon|king|reward|warrior",1,"Color","Action|Adventure|Animation|Fantasy",2007,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1",82161969,150000000,6.3,"0",0.125980070887247,0.499999636666403,0.602739726027397
"Flashdance ",95,"Adrian Lyne",213,"Michael Nouri",225,"Cynthia Rhodes",174,"Lee Ving",92,51,128,35172,791,0,"ballet school|dance|dancer|overalls|steel worker",0,"Color","Drama|Music|Romance",1983,"English","USA","R",1.85,"http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1",94900000,4000000,6.1,"0",0.145511639447938,0.0133326163550346,0.575342465753425
"The Chorus ",97,"Christophe Barratier",25,"Jean-Baptiste Maunier",517,"François Berléand",86,"Gérard Jugnot",57,112,110,44151,745,0,"boarding school|boy|choir|school|teacher",0,"Color","Drama|Music",2004,"French","France","PG-13",2.35,"http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1",3629758,5500000,7.9,"0",0.00556450090086803,0.0183326199883705,0.821917808219178
"Welcome to Mooseport ",110,"Donald Petrie",80,"Rip Torn",826,"Ray Romano",590,"Maura Tierney",509,82,95,10667,2466,260,"mayor|pink panties|upskirt|white panties|yellow panties",2,"Color","Comedy|Romance",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1",14469428,26000000,5.2,"0",0.0221852610309279,0.0866660029772955,0.452054794520548
"House Party 2 ",94,"George Jackson",0,"William Schallert",901,"Tisha Campbell-Martin",413,"Helen Martin",287,12,11,3571,2523,232,"college|misogyny|money|new friend|party",0,"Color","Comedy|Drama|Music|Romance",1991,"English","USA","R",1.85,"http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1",19281235,5000000,5.1,"0",0.0295633352655811,0.0166659521105919,0.438356164383562
"The Scorpion King ",100,"Chuck Russell",55,"Dwayne Johnson",12000,"Roger Rees",1000,"Bernard Hill",416,167,432,102129,14611,0,"desert|king|showdown|sorceress|warrior",4,"Color","Action|Adventure|Fantasy|Thriller",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1",90341670,60000000,5.5,"0",0.138522228375123,0.199999418666244,0.493150684931507
"Chappie ",120,"Neill Blomkamp",662,"Hugh Jackman",20000,"Sharlto Copley",2000,"Jose Pablo Cantillo",502,371,627,172965,23051,67000,"artificial intelligence|consciousness|future|mind uploading|robot",0,"Color","Action|Crime|Drama|Sci-Fi|Thriller",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1",31569268,49000000,6.9,"0",0.0484049096828152,0.163332725355114,0.684931506849315
"Paa ",133,"R. Balki",12,"Vidya Balan",464,"Abhishek Bachchan",374,"Paresh Rawal",106,12,49,7295,1045,504,"adult actor playing minor|politician|progeria|reference to spiderman|school",0,"Color","Comedy|Drama",2009,"Hindi","India","",2.35,"http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1",199228,150000000,7.2,"0",0.000304376169305679,0.499999636666403,0.726027397260274
"Spy Hard ",81,"Rick Friedberg",8,"Hulk Hogan",844,"Barry Bostwick",456,"Nicollette Sheridan",341,27,76,29621,2653,588,"1990s|dentist|hit with a door|martial arts|museum",2,"Color","Action|Comedy",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1",26906039,18000000,5.3,"0",0.0412546541270151,0.059999316932837,0.465753424657534
"Here Comes the Boom ",105,"Frank Coraci",153,"Salma Hayek",4000,"Reggie Lee",828,"Charice",491,154,112,74169,6727,17000,"claim in title|high school|mixed martial arts|ultimate fighting championship|underdog",2,"Color","Action|Comedy|Sport",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1",45290318,42000000,6.5,"0",0.0694437679490316,0.139999375066213,0.63013698630137
"Killer Joe ",98,"William Friedkin",607,"Matthew McConaughey",11000,"Scott A. Martin",414,"Carol Sutton",251,376,216,59297,11853,12000,"female nudity|female pubic hair|lingerie|neo noir|pubic hair",0,"Color","Crime|Drama|Romance|Thriller",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1",1987762,11000000,6.7,"0",0.00304678388083717,0.0366659666439358,0.657534246575343
"The Squid and the Whale ",88,"Noah Baumbach",387,"William Baldwin",436,"Elizabeth Meriwether",25,"Owen Kline",18,110,232,60295,479,0,"boy|divorce|tennis|tennis coach|writer",0,"Color","Comedy|Drama",2005,"English","USA","R",1.85,"http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1",7362100,1500000,7.4,"1",0.0112874021612706,0.00499927696614126,0.753424657534247
"Bad Boys II ",147,"Michael Bay",0,"Will Smith",10000,"Henry Rollins",898,"Jordi Mollà",877,94,511,178126,12954,0,"cuba|dea|drugs|money|undercover",1,"Color","Action|Comedy|Crime|Thriller",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1",138396624,130000000,6.6,"0",0.212206193246292,0.433332921555256,0.643835616438356
"Made ",95,"Jon Favreau",4000,"Jon Favreau",4000,"Faizon Love",585,"Jonathan Silverman",334,81,165,15053,5245,393,"friendship|loudmouth|money laundering|new york city|stripper",2,"Color","Comedy|Crime|Drama|Thriller",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1",5308707,5000000,6.4,"0",0.00813887895846607,0.0166659521105919,0.616438356164384
"Bridge to Terabithia ",96,"Gabor Csupo",47,"Josh Hutcherson",14000,"Zooey Deschanel",11000,"Bailee Madison",3000,181,522,110390,28071,6000,"bully|friend|imagination|reality|troll",3,"Color","Adventure|Drama|Family|Fantasy",2007,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1",82234139,17000000,7.2,"1",0.126090731106477,0.0566659811772796,0.726027397260274
"Imagine That ",107,"Karey Kirkpatrick",11,"Stephen Root",939,"Ronny Cox",605,"Richard Schiff",506,93,39,10417,3742,610,"blanket|competition|family relationships|feather|sleepover",2,"Color","Comedy|Drama|Family|Fantasy",2009,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1",16088610,55000000,5.6,"0",0.0246679967257332,0.183332739888458,0.506849315068493
"Zoolander ",90,"Ben Stiller",0,"Milla Jovovich",14000,"Alexander Skarsgård",10000,"Will Ferrell",8000,135,523,201084,34565,0,"fashion|malaysia|male model|reporter|rival",0,"Color","Comedy",2001,"English","Germany","PG-13",2.35,"http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1",45162741,28000000,6.6,"0",0.0692481506733108,0.0933326744884101,0.643835616438356
"The Hunger Games ",142,"Gary Ross",378,"Jennifer Lawrence",34000,"Josh Hutcherson",14000,"Anthony Reynolds",575,673,1959,701607,49942,140000,"fight to the death|game|massacre|self survival|suicide attempt",0,"Color","Adventure|Drama|Sci-Fi|Thriller",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1392170/?ref_=fn_tt_tt_1",407999255,78000000,7.3,"1",0.625595222643317,0.259999462266276,0.73972602739726
"Meet the Spartans ",86,"Jason Friedberg",82,"Carmen Electra",869,"Diedrich Bader",759,"Method Man",362,111,409,88518,3854,0,"king|persian|spartan|training|xerxes",0,"Color","Comedy",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1",38232624,30000000,2.7,"0",0.0586220142383224,0.0999993459995247,0.109589041095891
"The Jungle Book ",106,"Jon Favreau",4000,"Scarlett Johansson",19000,"Bill Murray",13000,"Garry Shandling",591,370,398,106221,32921,65000,"fire|jungle|remake|tiger|wolf",0,"Color","Adventure|Drama|Family|Fantasy",2016,"English","UK","PG",1.85,"http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1",362645141,175000000,7.8,"1",0.556052529027608,0.583333030555335,0.808219178082192
"Town & Country ",104,"Peter Chelsom",23,"Del Zamora",752,"Warren Beatty",631,"Garry Shandling",591,62,89,4102,3133,53,"anniversary|architect|cellist|friend|hardware store",0,"Color","Comedy|Romance",2001,"English","New Line","R",1.85,"http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1",6712451,90000000,4.4,"0",0.0102912777222671,0.299999491332964,0.342465753424658
"Terminator Genisys ",126,"Alan Taylor",230,"J.K. Simmons",24000,"Emilia Clarke",10000,"Matt Smith",2000,474,867,188457,38873,82000,"alternate timeline|cyborg|future|robot|time machine",2,"Color","Action|Adventure|Sci-Fi",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1",89732035,155000000,6.6,"0",0.137587458488043,0.516666315444189,0.643835616438356
"Machete Kills ",107,"Robert Rodriguez",0,"Alexa PenaVega",2000,"Demián Bichir",749,"Marko Zaror",99,260,164,59248,2848,48000,"arms dealer|battle|bomb|machete|missile",7,"Color","Action|Comedy|Crime|Thriller",2013,"English","Russia","R",1.85,"http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1",7268659,20000000,5.6,"0",0.0111441265405817,0.0666659884439516,0.506849315068493
"Derailed ",112,"Mikael Håfström",101,"Denis O'Hare",896,"RZA",561,"Xzibit",218,116,375,62584,2019,0,"drink|hotel|police|staged rape|thief",2,"Color","Drama|Thriller",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1",36020063,22000000,6.6,"0",0.0552294344223202,0.0733326599550662,0.643835616438356
"Jindabyne ",118,"Ray Lawrence",10,"John Howard",172,"Deborra-Lee Furness",71,"Max Cullen",48,75,115,5772,378,302,"camp|fishing|fishing trip|river|town",2,"Color","Crime|Drama|Mystery|Thriller",2006,"English","Australia","R",2.35,"http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1",399879,15000000,6.4,"0",0.000612039791985768,0.049999309666165,0.616438356164384
"A Cinderella Story ",95,"Mark Rosman",15,"Dan Byrd",1000,"Lin Shaye",852,"Julie Gonzalo",528,69,232,62861,3092,0,"cinderella story|correspondence|evil step mother|female protagonist|teenage girl",2,"Color","Comedy|Family|Romance",2004,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1",51431160,20000000,5.9,"0",0.0788596876106631,0.0666659884439516,0.547945205479452
"Splash ",111,"Ron Howard",2000,"Tom Hanks",15000,"Howard Morris",161,"Patrick Cronin",51,43,99,54723,15361,0,"cmnf|cmnf scene|mermaid|new york city|public nudity",2,"Color","Comedy|Fantasy|Romance",1984,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1",69800000,8000000,6.2,"0",0.107025128395064,0.0266659593772638,0.589041095890411
"Manderlay ",139,"Lars von Trier",3000,"Bryce Dallas Howard",3000,"Jeremy Davies",769,"Jean-Marc Barr",236,140,81,18646,4211,1000,"cotton|female frontal nudity|flogging|gangster|slavery",1,"Color","Drama",2005,"English","Denmark","Not Rated",2.35,"http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1",74205,14200000,7.4,"0",0.000112675011084037,0.0473326410617192,0.753424657534247
"Fled ",105,"Kevin Hooks",114,"Salma Hayek",4000,"Stephen Baldwin",561,"Will Patton",537,36,29,7073,6152,204,"disk|floppy disk|mafia|prison|prisoner",1,"Color","Action|Adventure|Crime|Drama|Romance",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1",17100000,25000000,5.3,"0",0.0262187884553653,0.0833326672217382,0.465753424657534
"Man on a Ledge ",102,"Asger Leth",20,"Robert Clohessy",107,"Mandy Gonzalez",81,"J. Smith-Cameron",54,258,153,125198,362,11000,"detective|diamond|hotel|police|rooftop",6,"Color","Action|Crime|Thriller",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1",18600911,42000000,6.6,"0",0.028520176016755,0.139999375066213,0.643835616438356
"I Am Number Four ",109,"D.J. Caruso",154,"Alex Pettyfer",15000,"Emily Wickersham",348,"Reuben Langdon",144,288,329,195043,15608,27000,"based on young adult novel|good versus evil|guardian|human alien|ohio",1,"Color","Action|Adventure|Sci-Fi|Thriller",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1",55092830,60000000,6.1,"0",0.0844742255758813,0.199999418666244,0.575342465753425
"Star Trek: Insurrection ",103,"Jonathan Frakes",906,"LeVar Burton",1000,"Jonathan Frakes",906,"Michael Dorn",748,160,515,56741,6207,1000,"alien|captain|commander|conspiracy|planet",0,"Color","Action|Adventure|Sci-Fi|Thriller",1998,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1",70117571,58000000,6.4,"0",0.107512068626203,0.19333274715513,0.616438356164384
"Letters from Iwo Jima ",141,"Clint Eastwood",16000,"Yuki Matsuzaki",378,"Kazunari Ninomiya",85,"Shidô Nakamura",78,251,316,132149,751,5000,"blood splatter|general|island|japan|world war two",0,"Color","Drama|History|War",2006,"Japanese","USA","R",2.35,"http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1",13753931,19000000,7.9,"0",0.0210881700668324,0.0633326526883943,0.821917808219178
"Highlander: The Final Dimension ",99,"Andrew Morahan",5,"Christopher Lambert",1000,"Mako",691,"Mario Van Peebles",535,32,79,16194,2960,319,"cave|highlander|illusion|immortal|japan",0,"Color","Action|Fantasy|Romance|Sci-Fi",1994,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1",13829734,26000000,4.3,"0",0.0212044008635392,0.0866660029772955,0.328767123287671
"The Hotel New Hampshire ",109,"Tony Richardson",62,"Joely Richardson",584,"Beau Bridges",552,"Nastassja Kinski",518,9,61,6595,2024,345,"football|hotel|teenage girl|terrorist|wien",0,"Color","Comedy|Drama|Romance",1984,"English","UK","R",1.85,"http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1",5100000,7500000,6,"0",0.00781886285239786,0.0249992914994852,0.561643835616438
"The Princess Diaries 2: Royal Engagement ",113,"Garry Marshall",0,"Anne Hathaway",11000,"Raven-Symoné",1000,"Hector Elizondo",995,77,152,53687,15362,1000,"coronation|horse|princess|queen|side saddle",2,"Color","Comedy|Family|Romance",2004,"English","USA","G",1.85,"http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1",95149435,40000000,5.7,"0",0.145894104901503,0.133332703555098,0.52054794520548
"Two Lovers ",110,"James Gray",115,"Isabella Rossellini",812,"Vinessa Shaw",580,"Samantha Ivers",103,190,98,29613,1540,0,"jewish|love|married man|neighbor|photograph",0,"Color","Drama|Romance",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt1103275/?ref_=fn_tt_tt_1",3148482,12000000,7.1,"0",0.00482654735132687,0.0399993023994931,0.712328767123288
"A Civil Action ",115,"Steven Zaillian",234,"Robert Duvall",3000,"Kathleen Quinlan",552,"Sydney Pollack",521,110,181,23302,4713,1000,"1980s|law firm|lawsuit|lawyer|toxic waste",1,"Color","Drama",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1",56702901,60000000,6.5,"0",0.0869429911271725,0.199999418666244,0.63013698630137
"Rollerball ",98,"John McTiernan",323,"LL Cool J",1000,"Chris Klein",841,"Andrew Bryniarski",390,151,289,22264,2763,584,"ball|blood|skating|song|year 2005",3,"Color","Action|Sci-Fi|Sport",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1",18990542,70000000,3,"0",0.0291176078011391,0.233332776221817,0.150684931506849
"Made in Dagenham ",113,"Nigel Cole",13,"Bob Hoskins",5000,"Robbie Kay",629,"Sally Hawkins",594,163,73,11158,7692,0,"equal pay|machinist|minister|protest|sex",6,"Color","Biography|Comedy|Drama|History",2010,"English","UK","R",2.35,"http://www.imdb.com/title/tt1371155/?ref_=fn_tt_tt_1",1094798,7200000,7.2,"0",0.00167757795032649,0.023999290772818,0.726027397260274
"Sunshine State ",141,"John Sayles",407,"Miguel Ferrer",688,"Edie Falco",659,"Timothy Hutton",501,68,81,3433,2584,160,"african american|business|coastline|florida|real estate",6,"Color","Drama|Romance",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1",3064356,5600000,6.9,"0",0.00469755467288727,0.0186659535639262,0.684931506849315
"Reindeer Games ",124,"John Frankenheimer",287,"Charlize Theron",9000,"James Frain",1000,"Clarence Williams III",475,126,212,31113,10838,852,"casino|christmas|christmas season|girlfriend|release from prison",0,"Color","Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1",23360779,34000000,5.7,"0",0.0358186107734171,0.113332689021754,0.52054794520548
"Shaun of the Dead ",99,"Edgar Wright",1000,"Peter Serafinowicz",605,"Dylan Moran",427,"Rafe Spall",358,246,859,395921,1686,19000,"british horror|pub|record collection|zombie|zombie apocalypse",6,"Color","Comedy|Horror",2004,"English","UK","R",2.35,"http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1",13464388,4000000,8,"1",0.020644205928594,0.0133326163550346,0.835616438356165
"The Nativity Story ",101,"Catherine Hardwicke",308,"Keisha Castle-Hughes",446,"Hiam Abbass",224,"Shaun Toub",206,122,203,8143,966,0,"angel|bethlehem|journey|nazareth|virgin",0,"Color","Drama|Family|Fantasy",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0762121/?ref_=fn_tt_tt_1",37617947,30000000,6.8,"0",0.0576795133158345,0.0999993459995247,0.671232876712329
"The Big Bounce ",88,"George Armitage",5,"Morgan Freeman",11000,"Andrew Wilson",387,"Willie Nelson",338,75,93,15880,11972,288,"breasts|consensual sex|female nudity|judge|surfer",5,"Color","Comedy|Crime",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1",6471394,50000000,4.9,"0",0.00992165848342752,0.166666061110671,0.410958904109589
"Headhunters ",100,"Morten Tyldum",77,"Aksel Hennie",286,"Synnøve Macody Lund",52,"Julie R. Ølgaard",27,284,121,79353,385,23000,"art thief|male frontal nudity|male nudity|male star appears nude|painting",3,"Color","Crime|Drama|Thriller",2011,"Norwegian","Norway","R",2.39,"http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1",1196752,30300000,7.6,"0",0.00183390678490356,0.100999346726192,0.780821917808219
"Miss March ",90,"Zach Cregger",138,"Hugh M. Hefner",373,"Windell Middlebrooks",308,"Raquel Alessi",263,76,73,18313,1831,985,"fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity",2,"Color","Comedy|Romance",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1",4542775,6000000,5.1,"0",0.0069644546403884,0.0199992878661492,0.438356164383562
"The Longest Ride ",128,"George Tillman Jr.",88,"Tiago Riani",989,"Melissa Benoist",970,"Hayley Lovitt",954,117,116,50041,3386,23000,"1940s|art collector|bull riding|north carolina|student",0,"Color","Drama|Romance",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2726560/?ref_=fn_tt_tt_1",37432299,34000000,7.1,"0",0.0573948542001395,0.113332689021754,0.712328767123288
"Return to Never Land ",72,"Robin Budd",2,"Roger Rees",1000,"Rob Paulsen",677,"Spencer Breslin",434,80,79,13324,3402,302,"1940s|gang that lives together|outlaw gang|rescue|sequel",1,"Color","Adventure|Animation|Family|Fantasy",2002,"English","USA","G",1.66,"http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1",48423368,20000000,5.8,"0",0.0742477585248964,0.0666659884439516,0.534246575342466
"10th & Wolf ",107,"Robert Moresco",53,"Brian Dennehy",954,"Brad Renfro",551,"Dash Mihok",463,26,34,5557,2512,294,"desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker",5,"Color","Crime|Drama|Thriller",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1",53481,8000000,6.4,"0",0.0000808983395677106,0.0266659593772638,0.616438356164384
"Nebraska ",115,"Alexander Payne",729,"Devin Ratray",1000,"Bruce Dern",844,"Will Forte",622,433,274,91082,3798,28000,"aging|billings montana|lincoln nebraska|nebraska|pickup truck",0," Black and White","Adventure|Comedy|Drama",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1",17613460,12000000,7.8,"0",0.0270060906053736,0.0399993023994931,0.808219178082192
"The Last Exorcism ",87,"Daniel Stamm",13,"Caleb Landry Jones",463,"Ashley Bell",400,"Patrick Fabian",308,311,300,41509,1958,0,"cult film|documentary crew|exorcism|found footage|satanic ritual",0,"Color","Drama|Horror|Thriller",2010,"English","France","PG-13",1.85,"http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1",40990055,1800000,5.6,"0",0.0628500580095988,0.00599927769280845,0.506849315068493
"Orgazmo ",92,"Trey Parker",406,"Trey Parker",406,"Dian Bachar",203,"Matt Stone",194,59,168,30396,904,0,"book of mormon|fight|mormon|ray gun|sidekick",0,"Color","Comedy|Sci-Fi",1997,"English","USA","NC-17",1.85,"http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1",582024,1000000,6.2,"0",0.000891327662731813,0.00333260908836261,0.589041095890411
"Snow White and the Huntsman ",132,"Rupert Sanders",274,"Chris Hemsworth",26000,"Kristen Stewart",17000,"Sam Claflin",11000,416,710,228554,72881,53000,"evil queen|fairy tale|magic|queen|snow white",0,"Color","Action|Adventure|Drama|Fantasy",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1",155111815,170000000,6.1,"0",0.237836049149575,0.566666351777549,0.575342465753425
"Owning Mahowny ",104,"Richard Kwietniowski",23,"Philip Seymour Hoffman",22000,"Minnie Driver",893,"Maury Chaykin",232,82,83,10585,23513,0,"bank|bank fraud|bank manager|gambling|toronto",1,"Color","Crime|Drama|Thriller",2003,"English","Canada","R",2.35,"http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1",1011054,10000000,7.2,"0",0.00154917100285191,0.0333326308883784,0.726027397260274
"Oz the Great and Powerful ",130,"Sam Raimi",0,"Tim Holmes",44000,"Mila Kunis",15000,"James Franco",11000,525,511,175409,73441,60000,"circus|magic|magician|oz|witch",4,"Color","Adventure|Family|Fantasy",2013,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1",234903076,215000000,6.4,"0",0.360182154663488,0.716666460777628,0.616438356164384
"Stuart Little 2 ",77,"Rob Minkoff",50,"Nathan Lane",886,"Brad Garrett",799,"Melanie Griffith",537,71,69,36471,2682,459,"anthropomorphic mouse|falcon|marshmallow|second part|soccer",0,"Color","Adventure|Animation|Comedy|Family|Fantasy",2002,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1",64736114,120000000,5.4,"0",0.0992605345899051,0.399999563999683,0.479452054794521
"Four Brothers ",109,"John Singleton",309,"Josh Charles",1000,"Tony Nappo",654,"Fionnula Flanagan",482,123,340,109894,2740,0,"bare butt|corrupt police|four brothers|funeral|murder",3,"Color","Action|Crime|Drama|Mystery|Thriller",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1",74484168,45000000,6.9,"0",0.114207490287714,0.149999382332884,0.684931506849315
"She's the One ",96,"Edward Burns",0,"John Mahoney",385,"Frank Vincent",356,"Michael McGlone",111,43,98,13949,995,453,"claim in title|infidelity|irish american|love|sex",2,"Color","Comedy|Drama|Romance",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1",9449219,3500000,6.1,"0",0.0144876383549822,0.0116659484772559,0.575342465753425
"Cyrus ",91,"Jay Duplass",157,"Matt Walsh",490,"Tim Guinee",259,"Katie Aselton",224,223,126,29967,1136,0,"21 year old|forename as title|musician|party|rearview mirror",2,"Color","Comedy|Drama|Romance",2010,"English","USA","R",1.85,"http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1",7455447,7000000,6.3,"0",0.0114305336492089,0.0233326236217065,0.602739726027397
"Diary of a Wimpy Kid: Rodrick Rules ",99,"David Bowers",42,"Zachary Gordon",975,"Rachael Harris",569,"Fran Kranz",557,103,45,18727,3567,0,"brother|middle school|no opening credits|photograph|school",2,"Color","Comedy|Family",2011,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1",52691009,21000000,6.6,"0",0.0807914482665775,0.0699993241995089,0.643835616438356
"Side Effects ",106,"Steven Soderbergh",0,"Channing Tatum",17000,"David Costabile",681,"Katie Lowes",273,450,274,148327,18469,29000,"clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect",0,"Color","Crime|Drama|Thriller",2013,"English","USA","R",1.85,"http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1",32154410,30000000,7.1,"0",0.0493021237884128,0.0999993459995247,0.712328767123288
"The Immigrant ",120,"James Gray",115,"Jeremy Renner",10000,"Dagmara Dominczyk",316,"Angela Sarafyan",310,230,70,20616,11019,0,"immigrant|immigration|magician|money|prostitution",3,"Color","Drama|Romance",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1",1984743,16000000,6.6,"0",0.00304215476622089,0.0533326454217223,0.643835616438356
"Glee: The 3D Concert Movie ",84,"Kevin Tancharoen",64,"Lea Michele",2000,"Heather Morris",892,"Kevin McHale",748,67,21,5156,4617,0,"concert|live in concert recording|live performance",0,"Color","Documentary|Music",2011,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1",11860839,9000000,5.4,"0",0.018185440736868,0.0299992951328211,0.479452054794521
